Table Name,File Path,Data Element,Data Type,Bizterm Group,Layer,Business Term,Description,Biz Logic,Origin (Source Data),Sensitivity (PII/non PII),Impact,Time Aggregation,Possible Values
l4_customer_profile,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/customer_profile/customer_profile_all_weekly_partner_2.parquet,fea_custprof_arpu_segment_name,string,customer_profile,feature,,ARPU segment that the customer falls in,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/customer_profile/customer_profile_all_weekly_partner_2.parquet - fea_custprof_arpu_segment_name,No,Low,Weekly,Any string
l4_customer_profile,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/customer_profile/customer_profile_all_weekly_partner_2.parquet,fea_custprof_mytsel_user_flag,string,customer_profile,feature,,Does the customer use mytsel,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/customer_profile/customer_profile_all_weekly_partner_2.parquet - fea_custprof_mytsel_user_flag,No,Low,Weekly,Any string
l4_customer_profile,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/customer_profile/customer_profile_all_weekly_partner_2.parquet,weekstart,date,customer_profile,feature,,date of first Monday of then week in which event occured in yyyy-MM-dd format,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/customer_profile/customer_profile_all_weekly_partner_2.parquet - weekstart,No,Low,Weekly,Any date
l1_handset_lookup_data,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet,tac,string,handset,aggregation,,First 8 digit of IMEI,,dim.device_dim - tac,No,Low,Weekly,Any string
l1_handset_lookup_data,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet,manufacturer,string,handset,aggregation,,Brand Name,,dim.device_dim - manufacturer,No,Low,Weekly,Any string
l1_handset_lookup_data,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet,market_name,string,handset,aggregation,,Device Model,,dim.device_dim - market_name,No,Low,Weekly,Any string
l1_handset_lookup_data,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet,device_type,string,handset,aggregation,,"Type of device e.g. Tablet, Smartphone",,dim.device_dim - device_type,No,Low,Weekly,Any string
l2_handset_weekly_aggregated,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet,msisdn,string,handset,aggregation,,Mobile Number,,smy.device_dd - msisdn,Yes,Low,Weekly,Any string
l2_handset_weekly_aggregated,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet,manufacturer,array<string>,handset,aggregation,,All the device manufacturer of the devices which are used with this MSISDN,,"smy.device_dd - msisdn,smy.device_dd - weekstart,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet - manufacturer",No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet,imeis,array<string>,handset,aggregation,,All the IMEI number which are used with this MSISDN,,"smy.device_dd - msisdn,smy.device_dd - weekstart,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet - imei",No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet,device_types,array<string>,handset,aggregation,,All the devices types which are used with this MSISDN,,"smy.device_dd - msisdn,smy.device_dd - weekstart,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet - device_type",No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet,market_names,array<string>,handset,aggregation,,All the device model which are used with this MSISDN,,"smy.device_dd - msisdn,smy.device_dd - weekstart,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_dim_single_rec_per_imei.parquet - market_name",No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet,weekstart,date,handset,aggregation,,date of first Monday of then week in which event occured in yyyy-MM-dd format,,smy.device_dd - trx_date,No,Low,Weekly,Any date
l2_handset_weekly_aggregated_filtered,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet,msisdn,string,handset,primary,,Mobile Number,,"hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet - msisdn,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/partner_msisdns.parquet - msisdn",Yes,Low,Weekly,Any string
l2_handset_weekly_aggregated_filtered,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet,manufacturer,array<string>,handset,primary,,All the device manufacturer of the devices which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet - manufacturer,No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated_filtered,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet,imeis,array<string>,handset,primary,,All the IMEI number which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet - imeis,No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated_filtered,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet,device_types,array<string>,handset,primary,,All the devices types which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet - device_types,No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated_filtered,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet,market_names,array<string>,handset,primary,,All the device model which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet - market_names,No,Low,Weekly,Any list of string
l2_handset_weekly_aggregated_filtered,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet,weekstart,date,handset,primary,,date of first Monday of then week in which event occured in yyyy-MM-dd format,,hdfs:///data/landing/gx_pnt/mck_dmp_pipeline/01_aggregation/handset/device_data_weekly.parquet - weekstart,No,Low,Weekly,Any date
l2_handset_time_series_filled,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet,msisdn,string,handset,primary,,Mobile Number,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet - msisdn,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/scaffold_weekly.parquet - msisdn",Yes,Low,Weekly,Any string
l2_handset_time_series_filled,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet,manufacturer,array<string>,handset,primary,,All the device manufacturer of the devices which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet - manufacturer,No,Low,Weekly,Any list of string
l2_handset_time_series_filled,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet,imeis,array<string>,handset,primary,,All the IMEI number which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet - imeis,No,Low,Weekly,Any list of string
l2_handset_time_series_filled,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet,device_types,array<string>,handset,primary,,All the devices types which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet - device_types,No,Low,Weekly,Any list of string
l2_handset_time_series_filled,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet,market_names,array<string>,handset,primary,,All the device model which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet - market_names,No,Low,Weekly,Any list of string
l2_handset_time_series_filled,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet,weekstart,date,handset,primary,,date of first Monday of then week in which event occured in yyyy-MM-dd format,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/device_data_weekly_partner.parquet - weekstart,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/scaffold_weekly.parquet - weekstart",No,Low,Weekly,Any date
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,msisdn,string,handset,feature,,Mobile Number,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - msisdn,Yes,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_market_name,string,handset,feature,,The latest market name of the device,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - market_names,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_type,string,handset,feature,,The latest handset type of the device on that weekstart,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - device_types,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_imeis,array<string>,handset,feature,,All the IMEI number which are used with this MSISDN,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - imeis,No,Low,Weekly,Any list of string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_make_cur,string,handset,feature,,Lastest Manufacturer,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - manufacturer,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_make_01m,string,handset,feature,,Oldest Manufacturer over last 1 month,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - fea_handset_make_cur,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_make_02m,string,handset,feature,,Oldest Manufacturer over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - fea_handset_make_cur,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_make_03m,string,handset,feature,,Oldest Manufacturer over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - fea_handset_make_cur,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_make_04m,string,handset,feature,,Oldest Manufacturer over last 4 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - fea_handset_make_cur,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_make_05m,string,handset,feature,,Oldest Manufacturer over last 5 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - fea_handset_make_cur,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any string
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_count_01m,int,handset,feature,,Number of different handsets used with this MSISDN over last 1 month,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - imeis,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_count_02m,int,handset,feature,,Number of different handsets used with this MSISDN over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - imeis,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_count_03m,int,handset,feature,,Number of different handsets used with this MSISDN over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - imeis,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_count_04m,int,handset,feature,,Number of different handsets used with this MSISDN over last 4 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - imeis,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_count_05m,int,handset,feature,,Number of different handsets used with this MSISDN over last 5 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - imeis,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/handset/handset_time_series_filled.parquet - weekstart",No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_changed_count_01m,int,handset,feature,,Number of times handset was changed over last 1 month,,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet - fea_handset_count_01m,No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_changed_count_02m,int,handset,feature,,Number of times handset was changed over last 2 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet - fea_handset_count_02m,No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_changed_count_03m,int,handset,feature,,Number of times handset was changed over last 3 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet - fea_handset_count_03m,No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_changed_count_04m,int,handset,feature,,Number of times handset was changed over last 4 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet - fea_handset_count_04m,No,Low,Weekly,Any number
l2_fea_handset,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet,fea_handset_changed_count_05m,int,handset,feature,,Number of times handset was changed over last 5 months,,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/handset/fea_device.parquet - fea_handset_count_05m,No,Low,Weekly,Any number
